iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2020-03-30,114.0,0.0,10.571,4.0,0.0,0.429,2.772,0.0,0.257,0.097,0.0,0.01,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-03-31,166.0,52.0,17.714,4.0,0.0,0.429,4.036,1.264,0.431,0.097,0.0,0.01,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-01,192.0,26.0,16.857,4.0,0.0,0.429,4.668,0.632,0.41,0.097,0.0,0.01,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-02,235.0,43.0,22.143,4.0,0.0,0.286,5.714,1.045,0.538,0.097,0.0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-03,269.0,34.0,25.429,5.0,1.0,0.429,6.54,0.827,0.618,0.122,0.024,0.01,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-04,270.0,1.0,23.429,5.0,0.0,0.429,6.565,0.024,0.57,0.122,0.0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-05,299.0,29.0,26.429,7.0,2.0,0.429,7.27,0.705,0.643,0.17,0.049,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-06,337.0,38.0,31.857,7.0,0.0,0.429,8.194,0.924,0.775,0.17,0.0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-07,367.0,30.0,28.714,11.0,4.0,1.0,8.923,0.729,0.698,0.267,0.097,0.024,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-08,423.0,56.0,33.0,14.0,3.0,1.429,10.285,1.362,0.802,0.34,0.073,0.035,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-09,444.0,21.0,29.857,15.0,1.0,1.571,10.795,0.511,0.726,0.365,0.024,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-10,521.0,77.0,36.0,15.0,0.0,1.429,12.668,1.872,0.875,0.365,0.0,0.035,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-11,521.0,0.0,35.857,15.0,0.0,1.429,12.668,0.0,0.872,0.365,0.0,0.035,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-12,555.0,34.0,36.571,18.0,3.0,1.571,13.494,0.827,0.889,0.438,0.073,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-13,607.0,52.0,38.571,19.0,1.0,1.714,14.759,1.264,0.938,0.462,0.024,0.042,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-14,665.0,58.0,42.571,22.0,3.0,1.571,16.169,1.41,1.035,0.535,0.073,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-15,770.0,105.0,49.571,25.0,3.0,1.571,18.722,2.553,1.205,0.608,0.073,0.038,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-16,794.0,24.0,50.0,29.0,4.0,2.0,19.305,0.584,1.216,0.705,0.097,0.049,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-17,845.0,51.0,46.286,30.0,1.0,2.143,20.545,1.24,1.125,0.729,0.024,0.052,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-18,908.0,63.0,55.286,30.0,0.0,2.143,22.077,1.532,1.344,0.729,0.0,0.052,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-19,933.0,25.0,54.0,30.0,0.0,1.714,22.685,0.608,1.313,0.729,0.0,0.042,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-20,996.0,63.0,55.571,33.0,3.0,2.0,24.217,1.532,1.351,0.802,0.073,0.049,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-21,1026.0,30.0,51.571,36.0,3.0,2.0,24.946,0.729,1.254,0.875,0.073,0.049,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-22,1092.0,66.0,46.0,36.0,0.0,1.571,26.551,1.605,1.118,0.875,0.0,0.038,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-23,1176.0,84.0,54.571,40.0,4.0,1.571,28.593,2.042,1.327,0.973,0.097,0.038,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-24,1226.0,50.0,54.429,40.0,0.0,1.429,29.809,1.216,1.323,0.973,0.0,0.035,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-25,1330.0,104.0,60.286,43.0,3.0,1.857,32.337,2.529,1.466,1.045,0.073,0.045,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-26,1463.0,133.0,75.714,49.0,6.0,2.714,35.571,3.234,1.841,1.191,0.146,0.066,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-27,1531.0,68.0,76.429,50.0,1.0,2.429,37.225,1.653,1.858,1.216,0.024,0.059,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-28,1703.0,172.0,96.714,60.0,10.0,3.429,41.407,4.182,2.351,1.459,0.243,0.083,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-29,1827.0,124.0,105.0,60.0,0.0,3.429,44.421,3.015,2.553,1.459,0.0,0.083,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-30,1827.0,0.0,93.0,60.0,0.0,2.857,44.421,0.0,2.261,1.459,0.0,0.069,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-01,2171.0,344.0,135.0,64.0,4.0,3.429,52.785,8.364,3.282,1.556,0.097,0.083,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-02,2469.0,298.0,162.714,72.0,8.0,4.143,60.031,7.246,3.956,1.751,0.195,0.101,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-03,2469.0,0.0,143.714,72.0,0.0,3.286,60.031,0.0,3.494,1.751,0.0,0.08,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-04,2469.0,0.0,134.0,72.0,0.0,3.143,60.031,0.0,3.258,1.751,0.0,0.076,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-05,2469.0,0.0,109.429,72.0,0.0,1.714,60.031,0.0,2.661,1.751,0.0,0.042,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-06,3224.0,755.0,199.571,95.0,23.0,5.0,78.388,18.357,4.852,2.31,0.559,0.122,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-07,3392.0,168.0,223.571,104.0,9.0,6.286,82.473,4.085,5.436,2.529,0.219,0.153,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-08,3563.0,171.0,198.857,105.0,1.0,5.857,86.63,4.158,4.835,2.553,0.024,0.142,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-09,3563.0,0.0,156.286,105.0,0.0,4.714,86.63,0.0,3.8,2.553,0.0,0.115,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-10,4402.0,839.0,276.143,119.0,14.0,6.714,107.03,20.399,6.714,2.893,0.34,0.163,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-11,4664.0,262.0,313.571,120.0,1.0,6.857,113.4,6.37,7.624,2.918,0.024,0.167,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-12,4967.0,303.0,356.857,127.0,7.0,7.857,120.767,7.367,8.677,3.088,0.17,0.191,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-13,4967.0,0.0,249.0,127.0,0.0,4.571,120.767,0.0,6.054,3.088,0.0,0.111,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-14,5339.0,372.0,278.143,136.0,9.0,4.571,129.812,9.045,6.763,3.307,0.219,0.111,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-15,6053.0,714.0,355.714,153.0,17.0,6.857,147.172,17.36,8.649,3.72,0.413,0.167,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-16,6402.0,349.0,405.571,168.0,15.0,9.0,155.657,8.486,9.861,4.085,0.365,0.219,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-17,6635.0,233.0,319.0,169.0,1.0,7.143,161.323,5.665,7.756,4.109,0.024,0.174,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-18,7072.0,437.0,344.0,173.0,4.0,7.571,171.948,10.625,8.364,4.206,0.097,0.184,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-19,7655.0,583.0,384.0,177.0,4.0,7.143,186.123,14.175,9.337,4.304,0.097,0.174,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-20,8145.0,490.0,454.0,187.0,10.0,8.571,198.037,11.914,11.039,4.547,0.243,0.208,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-21,8676.0,531.0,476.714,193.0,6.0,8.143,210.947,12.911,11.591,4.693,0.146,0.198,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-22,9216.0,540.0,451.857,205.0,12.0,7.429,224.077,13.129,10.986,4.984,0.292,0.181,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-23,9952.0,736.0,507.143,215.0,10.0,6.714,241.972,17.895,12.331,5.227,0.243,0.163,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-24,10668.0,716.0,576.143,222.0,7.0,7.571,259.38,17.409,14.008,5.398,0.17,0.184,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-25,11180.0,512.0,586.857,223.0,1.0,7.143,271.829,12.449,14.269,5.422,0.024,0.174,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-26,11917.0,737.0,608.857,224.0,1.0,6.714,289.749,17.919,14.804,5.446,0.024,0.163,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-27,12465.0,548.0,617.143,230.0,6.0,6.143,303.073,13.324,15.005,5.592,0.146,0.149,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-28,13102.0,637.0,632.286,239.0,9.0,6.571,318.56,15.488,15.373,5.811,0.219,0.16,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-29,13745.0,643.0,647.0,250.0,11.0,6.429,334.194,15.634,15.731,6.078,0.267,0.156,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-30,14529.0,784.0,653.857,252.0,2.0,5.286,353.256,19.062,15.898,6.127,0.049,0.129,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-05-31,15180.0,651.0,644.571,254.0,2.0,4.571,369.085,15.828,15.672,6.176,0.049,0.111,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-01,15836.0,656.0,665.143,269.0,15.0,6.571,385.035,15.95,16.172,6.54,0.365,0.16,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-02,16578.0,742.0,665.857,274.0,5.0,7.143,403.075,18.041,16.19,6.662,0.122,0.174,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-03,17353.0,775.0,698.286,298.0,24.0,9.714,421.919,18.843,16.978,7.246,0.584,0.236,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-04,17977.0,624.0,696.429,303.0,5.0,9.143,437.091,15.172,16.933,7.367,0.122,0.222,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-05,19055.0,1078.0,758.571,313.0,10.0,9.0,463.301,26.21,18.444,7.61,0.243,0.219,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-06,19637.0,582.0,729.714,331.0,18.0,11.286,477.452,14.151,17.742,8.048,0.438,0.274,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-07,20428.0,791.0,749.714,361.0,30.0,15.286,496.684,19.232,18.228,8.777,0.729,0.372,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-08,21003.0,575.0,738.143,373.0,12.0,14.857,510.664,13.98,17.947,9.069,0.292,0.361,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-09,21308.0,305.0,675.714,380.0,7.0,15.143,518.08,7.416,16.429,9.239,0.17,0.368,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-10,22228.0,920.0,696.429,409.0,29.0,15.857,540.449,22.369,16.933,9.944,0.705,0.386,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-11,22976.0,748.0,714.143,430.0,21.0,18.143,558.636,18.187,17.364,10.455,0.511,0.441,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-12,23632.0,656.0,653.857,450.0,20.0,19.571,574.586,15.95,15.898,10.941,0.486,0.476,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-13,24188.0,556.0,650.143,455.0,5.0,17.714,588.104,13.519,15.807,11.063,0.122,0.431,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-14,24852.0,664.0,632.0,475.0,20.0,16.286,604.249,16.144,15.366,11.549,0.486,0.396,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-15,25613.0,761.0,658.571,480.0,5.0,15.286,622.751,18.503,16.012,11.671,0.122,0.372,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-16,25719.0,106.0,630.143,488.0,8.0,15.429,625.329,2.577,15.321,11.865,0.195,0.375,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-06-17,26960.0,1241.0,676.0,508.0,20.0,14.143,655.502,30.174,16.436,12.351,0.486,0.344,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
